# x (au), dx (au), v (km/s), dv (km/s)
4.106032486738282614e+02 8.399999970315231934e+00 1.424272087341260651e+00 0.000000000000000000e+00
2.864266919013573442e+02 8.399999970315231934e+00 1.632625827162873300e+00 0.000000000000000000e+00
2.434416195587859590e+02 8.399999970315231934e+00 1.840979566984485949e+00 0.000000000000000000e+00
2.228196645078803328e+02 8.399999970315231934e+00 2.049333306806096822e+00 0.000000000000000000e+00
1.914442567837367619e+02 8.399999970315231934e+00 2.257687046627709471e+00 0.000000000000000000e+00
1.464299132585391874e+02 8.399999970315231934e+00 2.466040786449322120e+00 0.000000000000000000e+00
9.550484191280942525e+01 8.399999970315231934e+00 2.674394526270932992e+00 0.000000000000000000e+00
9.585925597227939932e+01 8.399999970315231934e+00 2.882748266092545641e+00 0.000000000000000000e+00
9.503662159658863118e+01 8.399999970315231934e+00 3.091102005914158291e+00 0.000000000000000000e+00
9.362986016494581065e+01 8.399999970315231934e+00 3.299455745735769163e+00 0.000000000000000000e+00
8.165316184082263362e+01 8.399999970315231934e+00 3.507809485557381812e+00 0.000000000000000000e+00
7.372416558594117930e+01 8.399999970315231934e+00 3.716163225378996238e+00 0.000000000000000000e+00
6.850977652287896547e+01 8.399999970315231934e+00 3.924516965200605334e+00 0.000000000000000000e+00
6.248795748069591127e+01 8.399999970315231934e+00 4.132870705022219759e+00 0.000000000000000000e+00
5.878332573928581439e+01 8.399999970315231934e+00 4.341224444843832408e+00 0.000000000000000000e+00
5.832851574407305151e+01 8.399999970315231934e+00 4.549578184665441505e+00 0.000000000000000000e+00
4.641967973489879284e+01 8.399999970315231934e+00 4.757931924487055930e+00 0.000000000000000000e+00
-2.949454795628498118e+02 8.399999970315231934e+00 -1.284326530306413083e+00 0.000000000000000000e+00
-2.935222240847235753e+02 8.399999970315231934e+00 -1.492680270128024844e+00 0.000000000000000000e+00
-2.405466120501366731e+02 8.399999970315231934e+00 -1.701034009949638381e+00 0.000000000000000000e+00
-1.687207989818846556e+02 8.399999970315231934e+00 -1.909387749771249254e+00 0.000000000000000000e+00
-1.254870928769919800e+02 8.399999970315231934e+00 -2.117741489592861903e+00 0.000000000000000000e+00
-1.176518682381949503e+02 8.399999970315231934e+00 -2.326095229414473664e+00 0.000000000000000000e+00
-1.178016055219044631e+02 8.399999970315231934e+00 -2.534448969236086313e+00 0.000000000000000000e+00
-1.002657868549659810e+02 8.399999970315231934e+00 -2.742802709057698074e+00 0.000000000000000000e+00
-8.384092852281528963e+01 8.399999970315231934e+00 -2.951156448879310723e+00 0.000000000000000000e+00
-8.775426873738345535e+01 8.399999970315231934e+00 -3.159510188700922484e+00 0.000000000000000000e+00
-6.584943746071401449e+01 8.399999970315231934e+00 -3.367863928522534245e+00 0.000000000000000000e+00
-7.051635264081259891e+01 8.399999970315231934e+00 -3.576217668344146894e+00 0.000000000000000000e+00
-5.919201191086890645e+01 8.399999970315231934e+00 -3.784571408165759099e+00 0.000000000000000000e+00
-4.987544719079743061e+01 8.399999970315231934e+00 -4.201278887808983953e+00 0.000000000000000000e+00
-3.366602848832119577e+01 8.399999970315231934e+00 -4.617986367452207475e+00 0.000000000000000000e+00
4.200000001334900048e+02 0.000000000000000000e+00 1.381959897814151184e+00 2.083537397883286277e-02
4.620000001468389996e+02 0.000000000000000000e+00 1.380743503282290341e+00 2.083537397883286277e-02
5.040000001601879944e+02 0.000000000000000000e+00 1.315548616590995756e+00 2.083537397883286277e-02
5.460000001735370461e+02 0.000000000000000000e+00 1.238462736245751650e+00 2.083537397883286277e-02
5.880000001868860409e+02 0.000000000000000000e+00 1.139286830137971940e+00 2.083537397883286277e-02
6.300000002002349220e+02 0.000000000000000000e+00 1.146926639653918834e+00 2.083537397883286277e-02
6.720000002135840305e+02 0.000000000000000000e+00 1.169998425129038289e+00 2.083537397883286277e-02
7.140000002269330253e+02 0.000000000000000000e+00 1.238833932127383797e+00 2.083537397883286277e-02
7.560000002402820201e+02 0.000000000000000000e+00 1.229678352501825778e+00 2.083537397883286277e-02
-2.940000000934430204e+02 0.000000000000000000e+00 -1.302855678895966207e+00 2.083537397883286277e-02
-3.360000001067920152e+02 0.000000000000000000e+00 -1.296557025824461640e+00 2.083537397883286277e-02
-3.780000001201410100e+02 0.000000000000000000e+00 -1.251918390492040345e+00 2.083537397883286277e-02
-4.200000001334900048e+02 0.000000000000000000e+00 -1.239885237364213744e+00 2.083537397883286277e-02
-4.620000001468389996e+02 0.000000000000000000e+00 -1.206822139957239415e+00 2.083537397883286277e-02
-5.040000001601879944e+02 0.000000000000000000e+00 -1.122340065260774900e+00 2.083537397883286277e-02
-5.460000001735370461e+02 0.000000000000000000e+00 -1.172941376892009835e+00 2.083537397883286277e-02
-5.880000001868860409e+02 0.000000000000000000e+00 -1.181385725011056209e+00 2.083537397883286277e-02
